row ID,row m/z,row retention time,26C sample 1 Peak status,26C sample 1 Peak name,26C sample 1 Peak m/z,26C sample 1 Peak RT,
46,117.07376861572266,22.786076666666666,DETECTED,117.074 m/z @22.8 [26C sample 1],117.07376861572266,22.786076666666666,
47,117.09111022949219,3.23842,DETECTED,117.091 m/z @3.2 [26C sample 1],117.09111022949219,3.23842,
48,118.0861587524414,9.121245,DETECTED,118.086 m/z @9.1 [26C sample 1],118.0861587524414,9.121245,
49,119.03521728515625,6.220411666666667,DETECTED,119.035 m/z @6.2 [26C sample 1],119.03521728515625,6.220411666666667,
50,119.05850982666016,2.9404116666666664,DETECTED,119.059 m/z @2.9 [26C sample 1],119.05850982666016,2.9404116666666664,
51,119.0704116821289,6.712255,DETECTED,119.070 m/z @6.7 [26C sample 1],119.0704116821289,6.712255,
52,119.08541870117188,2.919425,DETECTED,119.085 m/z @2.9 [26C sample 1],119.08541870117188,2.919425,
53,120.06548309326172,10.94108,DETECTED,120.065 m/z @10.9 [26C sample 1],120.06548309326172,10.94108,
54,120.08072662353516,6.734911666666667,DETECTED,120.081 m/z @6.7 [26C sample 1],120.08072662353516,6.734911666666667,
55,120.1036605834961,6.734911666666667,DETECTED,120.104 m/z @6.7 [26C sample 1],120.1036605834961,6.734911666666667,
56,121.06490325927734,3.0249149999999996,DETECTED,121.065 m/z @3.0 [26C sample 1],121.06490325927734,3.0249149999999996,
57,121.08397674560547,6.734911666666667,DETECTED,121.084 m/z @6.7 [26C sample 1],121.08397674560547,6.734911666666667,
58,122.0269546508789,10.847745,DETECTED,122.027 m/z @10.8 [26C sample 1],122.0269546508789,10.847745,
59,122.05992889404297,12.782081666666667,DETECTED,122.060 m/z @12.8 [26C sample 1],122.05992889404297,12.782081666666667,
60,122.07447814941406,3.0249149999999996,DETECTED,122.074 m/z @3.0 [26C sample 1],122.07447814941406,3.0249149999999996,
61,122.08726501464844,6.734911666666667,DETECTED,122.087 m/z @6.7 [26C sample 1],122.08726501464844,6.734911666666667,
62,122.94392395019531,3.088581666666667,DETECTED,122.944 m/z @3.1 [26C sample 1],122.94392395019531,3.088581666666667,
63,123.04402923583984,9.520913333333333,DETECTED,123.044 m/z @9.5 [26C sample 1],123.04402923583984,9.520913333333333,
64,123.0552978515625,23.07408,DETECTED,123.055 m/z @23.1 [26C sample 1],123.0552978515625,23.07408,
65,123.09153747558594,17.954748333333335,DETECTED,123.092 m/z @18.0 [26C sample 1],123.09153747558594,17.954748333333335,
66,123.89508056640625,3.4742450000000002,DETECTED,123.895 m/z @3.5 [26C sample 1],123.89508056640625,3.4742450000000002,
67,123.96717071533203,9.982086666666667,DETECTED,123.967 m/z @10.0 [26C sample 1],123.96717071533203,9.982086666666667,
68,123.99805450439453,3.0249149999999996,DETECTED,123.998 m/z @3.0 [26C sample 1],123.99805450439453,3.0249149999999996,
69,124.01521301269531,10.027923333333336,DETECTED,124.015 m/z @10.0 [26C sample 1],124.01521301269531,10.027923333333336,
70,124.03929138183594,10.075086666666667,DETECTED,124.039 m/z @10.1 [26C sample 1],124.03929138183594,10.075086666666667,
71,124.05854034423828,22.92657833333333,DETECTED,124.059 m/z @22.9 [26C sample 1],124.05854034423828,22.92657833333333,
72,124.08682250976562,6.220411666666667,DETECTED,124.087 m/z @6.2 [26C sample 1],124.08682250976562,6.220411666666667,
73,124.11153411865234,10.027923333333336,DETECTED,124.112 m/z @10.0 [26C sample 1],124.11153411865234,10.027923333333336,
74,124.17729187011719,10.050911666666666,DETECTED,124.177 m/z @10.1 [26C sample 1],124.17729187011719,10.050911666666666,
75,124.99971008300781,11.711746666666667,DETECTED,125.000 m/z @11.7 [26C sample 1],124.99971008300781,11.711746666666667,
76,125.0423812866211,10.075086666666667,DETECTED,125.042 m/z @10.1 [26C sample 1],125.0423812866211,10.075086666666667,
77,125.0596923828125,5.36892,DETECTED,125.060 m/z @5.4 [26C sample 1],125.0596923828125,5.36892,
78,125.07086944580078,5.501915,DETECTED,125.071 m/z @5.5 [26C sample 1],125.07086944580078,5.501915,
79,125.09007263183594,6.297246666666667,DETECTED,125.090 m/z @6.3 [26C sample 1],125.09007263183594,6.297246666666667,
80,126.04296112060547,10.075086666666667,DETECTED,126.043 m/z @10.1 [26C sample 1],126.04296112060547,10.075086666666667,
81,126.05489349365234,6.44975,DETECTED,126.055 m/z @6.4 [26C sample 1],126.05489349365234,6.44975,
82,126.06632995605469,7.323245,DETECTED,126.066 m/z @7.3 [26C sample 1],126.06632995605469,7.323245,
83,126.09115600585938,9.766581666666667,DETECTED,126.091 m/z @9.8 [26C sample 1],126.09115600585938,9.766581666666667,
84,127.03892517089844,13.783078333333332,DETECTED,127.039 m/z @13.8 [26C sample 1],127.03892517089844,13.783078333333332,
85,127.05025482177734,10.774745,DETECTED,127.050 m/z @10.8 [26C sample 1],127.05025482177734,10.774745,
86,127.09781646728516,22.833078333333333,DETECTED,127.098 m/z @22.8 [26C sample 1],127.09781646728516,22.833078333333333,
87,127.10926818847656,11.575748333333333,DETECTED,127.109 m/z @11.6 [26C sample 1],127.10926818847656,11.575748333333333,
88,127.12300109863281,9.693246666666665,DETECTED,127.123 m/z @9.7 [26C sample 1],127.12300109863281,9.693246666666665,
89,128.04214477539062,13.760081666666663,DETECTED,128.042 m/z @13.8 [26C sample 1],128.04214477539062,13.760081666666663,
90,128.07066345214844,21.91157833333333,DETECTED,128.071 m/z @21.9 [26C sample 1],128.07066345214844,21.91157833333333,
91,128.081787109375,22.92657833333333,DETECTED,128.082 m/z @22.9 [26C sample 1],128.081787109375,22.92657833333333,
92,128.10098266601562,22.856411666666666,DETECTED,128.101 m/z @22.9 [26C sample 1],128.10098266601562,22.856411666666666,
93,128.90672302246094,11.217246666666666,DETECTED,128.907 m/z @11.2 [26C sample 1],128.90672302246094,11.217246666666666,
94,128.92788696289062,29.766581666666664,DETECTED,128.928 m/z @29.8 [26C sample 1],128.92788696289062,29.766581666666664,
95,128.9534912109375,29.83841333333333,DETECTED,128.953 m/z @29.8 [26C sample 1],128.9534912109375,29.83841333333333,
96,128.97906494140625,29.647578333333332,DETECTED,128.979 m/z @29.6 [26C sample 1],128.97906494140625,29.647578333333332,
97,129.00978088378906,3.1075233333333334,DETECTED,129.010 m/z @3.1 [26C sample 1],129.00978088378906,3.1075233333333334,
98,129.0544891357422,3.0249149999999996,DETECTED,129.054 m/z @3.0 [26C sample 1],129.0544891357422,3.0249149999999996,
99,129.06588745117188,11.485745,DETECTED,129.066 m/z @11.5 [26C sample 1],129.06588745117188,11.485745,
100,129.10220336914062,8.874411666666667,DETECTED,129.102 m/z @8.9 [26C sample 1],129.10220336914062,8.874411666666667,
101,129.12734985351562,39.67874666666667,DETECTED,129.127 m/z @39.7 [26C sample 1],129.12734985351562,39.67874666666667,
102,129.95664978027344,29.83841333333333,DETECTED,129.957 m/z @29.8 [26C sample 1],129.95664978027344,29.83841333333333,
103,129.97354125976562,3.0674116666666666,DETECTED,129.974 m/z @3.1 [26C sample 1],129.97354125976562,3.0674116666666666,
104,129.99957275390625,2.8347450000000003,DETECTED,130.000 m/z @2.8 [26C sample 1],129.99957275390625,2.8347450000000003,
105,130.02392578125,11.846421666666666,DETECTED,130.024 m/z @11.8 [26C sample 1],130.02392578125,11.846421666666666,
106,130.0390167236328,11.665418333333333,DETECTED,130.039 m/z @11.7 [26C sample 1],130.0390167236328,11.665418333333333,
107,130.04977416992188,11.801078333333333,DETECTED,130.050 m/z @11.8 [26C sample 1],130.04977416992188,11.801078333333333,
